,file,Re,alpha,Cl,Cd
526,n0012,10000000.0,-9.0,-0.99,0.0091
527,n0012,10000000.0,-8.0,-0.88,0.0086
528,n0012,10000000.0,-7.0,-0.77,0.0082
529,n0012,10000000.0,-6.0,-0.66,0.0078
530,n0012,10000000.0,-5.0,-0.55,0.0074
531,n0012,10000000.0,-4.0,-0.44,0.0071
532,n0012,10000000.0,-3.0,-0.33,0.0068
533,n0012,10000000.0,-2.0,-0.22,0.0066
534,n0012,10000000.0,-1.0,-0.11,0.0064
535,n0012,10000000.0,0.0,0.0,0.0064
536,n0012,10000000.0,1.0,0.11,0.0064
537,n0012,10000000.0,2.0,0.22,0.0066
538,n0012,10000000.0,3.0,0.33,0.0068
539,n0012,10000000.0,4.0,0.44,0.0071
540,n0012,10000000.0,5.0,0.55,0.0074
541,n0012,10000000.0,6.0,0.66,0.0078
542,n0012,10000000.0,7.0,0.77,0.0082
543,n0012,10000000.0,8.0,0.88,0.0086
544,n0012,10000000.0,9.0,0.99,0.0091
545,n0012,10000000.0,10.0,1.1,0.0097
546,n0012,10000000.0,11.0,1.21,0.0104
547,n0012,10000000.0,12.0,1.2906,0.0116
548,n0012,10000000.0,13.0,1.3687,0.0127
549,n0012,10000000.0,14.0,1.4171,0.0141
550,n0012,10000000.0,15.0,1.4214,0.0157
551,n0012,10000000.0,16.0,1.2941,0.0182
552,n0012,10000000.0,17.0,1.12,0.021
553,n0012,10000000.0,18.0,0.9795,0.0241
554,n0012,10000000.0,19.0,0.8983,0.161
555,n0012,10000000.0,20.0,0.8668,0.297
556,n0012,10000000.0,21.0,0.8665,0.32
557,n0012,10000000.0,22.0,0.8859,0.344
558,n0012,10000000.0,23.0,0.9151,0.369
559,n0012,10000000.0,24.0,0.9492,0.394
560,n0012,10000000.0,25.0,0.9927,0.42
561,naca0021,10000.0,-30.0,-0.855,0.57
562,naca0021,10000.0,-25.0,-0.4539,0.405
563,naca0021,10000.0,-22.0,-0.3002,0.329
564,naca0021,10000.0,-20.0,-0.2006,0.282
565,naca0021,10000.0,-18.0,-0.1035,0.238
566,naca0021,10000.0,-16.0,-0.0123,0.196
567,naca0021,10000.0,-14.0,0.0658,0.158
568,naca0021,10000.0,-12.0,0.1276,0.123
569,naca0021,10000.0,-10.0,0.1581,0.075
570,naca0021,10000.0,-9.0,0.1581,0.0575
571,naca0021,10000.0,-8.0,0.1475,0.0538
572,naca0021,10000.0,-7.0,0.14,0.0507
573,naca0021,10000.0,-6.0,0.124,0.048
574,naca0021,10000.0,-5.0,0.1156,0.0459
575,naca0021,10000.0,-4.0,0.0995,0.0441
576,naca0021,10000.0,-3.0,0.0854,0.0429
577,naca0021,10000.0,-2.0,0.0631,0.042
578,naca0021,10000.0,-1.0,0.032,0.0414
579,naca0021,10000.0,0.0,0.0,0.0413
580,naca0021,10000.0,1.0,-0.032,0.0414
581,naca0021,10000.0,2.0,-0.0631,0.042
582,naca0021,10000.0,3.0,-0.0854,0.0429
583,naca0021,10000.0,4.0,-0.0995,0.0441
584,naca0021,10000.0,5.0,-0.1156,0.0459
585,naca0021,10000.0,6.0,-0.124,0.048
586,naca0021,10000.0,7.0,-0.14,0.0507
587,naca0021,10000.0,8.0,-0.1475,0.0538
588,naca0021,10000.0,9.0,-0.1581,0.0575
589,naca0021,10000.0,10.0,-0.1581,0.075
590,naca0021,10000.0,12.0,-0.1276,0.123
591,naca0021,10000.0,14.0,-0.0658,0.158
592,naca0021,10000.0,16.0,0.0123,0.196
593,naca0021,10000.0,18.0,0.1035,0.238
594,naca0021,10000.0,20.0,0.2006,0.282
595,naca0021,10000.0,22.0,0.3002,0.329
596,naca0021,10000.0,25.0,0.4539,0.405
597,naca0021,10000.0,30.0,0.855,0.57
598,naca0021,20000.0,-30.0,-0.855,0.57
599,naca0021,20000.0,-25.0,-0.4618,0.405
600,naca0021,20000.0,-22.0,-0.3103,0.329
601,naca0021,20000.0,-20.0,-0.2124,0.282
602,naca0021,20000.0,-18.0,-0.118,0.238
603,naca0021,20000.0,-16.0,-0.0331,0.196
604,naca0021,20000.0,-14.0,0.0362,0.158
605,naca0021,20000.0,-12.0,0.0713,0.123
606,naca0021,20000.0,-10.0,0.0506,0.07
607,naca0021,20000.0,-9.0,0.019,0.0435
608,naca0021,20000.0,-8.0,-0.012,0.0407
609,naca0021,20000.0,-7.0,-0.0266,0.0382
610,naca0021,20000.0,-6.0,-0.0475,0.0362
611,naca0021,20000.0,-5.0,-0.0505,0.0345
612,naca0021,20000.0,-4.0,-0.0619,0.0332
613,naca0021,20000.0,-3.0,-0.0472,0.0321
614,naca0021,20000.0,-2.0,-0.0393,0.0314
615,naca0021,20000.0,-1.0,-0.0243,0.031
616,naca0021,20000.0,0.0,0.0,0.0309
617,naca0021,20000.0,1.0,0.0243,0.031
618,naca0021,20000.0,2.0,0.0393,0.0314
619,naca0021,20000.0,3.0,0.0472,0.0321
620,naca0021,20000.0,4.0,0.0619,0.0332
621,naca0021,20000.0,5.0,0.0505,0.0345
622,naca0021,20000.0,6.0,0.0475,0.0362
623,naca0021,20000.0,7.0,0.0266,0.0382
624,naca0021,20000.0,8.0,0.012,0.0407
625,naca0021,20000.0,9.0,-0.019,0.0435
626,naca0021,20000.0,10.0,-0.0506,0.07
627,naca0021,20000.0,12.0,-0.0713,0.123
628,naca0021,20000.0,14.0,-0.0362,0.158
629,naca0021,20000.0,16.0,0.0331,0.196
630,naca0021,20000.0,18.0,0.118,0.238
631,naca0021,20000.0,20.0,0.2124,0.282
632,naca0021,20000.0,22.0,0.3103,0.329
633,naca0021,20000.0,25.0,0.4618,0.405
634,naca0021,20000.0,30.0,0.855,0.57
635,naca0021,40000.0,-30.0,-0.855,0.57
636,naca0021,40000.0,-25.0,-0.4802,0.405
637,naca0021,40000.0,-22.0,-0.3345,0.329
638,naca0021,40000.0,-20.0,-0.2414,0.282
639,naca0021,40000.0,-18.0,-0.1619,0.238
640,naca0021,40000.0,-16.0,-0.0981,0.196
641,naca0021,40000.0,-14.0,-0.0833,0.158
642,naca0021,40000.0,-12.0,-0.166,0.123
643,naca0021,40000.0,-10.0,-0.2691,0.062
644,naca0021,40000.0,-9.0,-0.3162,0.0343
645,naca0021,40000.0,-8.0,-0.342,0.0319
646,naca0021,40000.0,-7.0,-0.3427,0.0297
647,naca0021,40000.0,-5.0,-0.3086,0.0264
648,naca0021,40000.0,-5.0,-0.3382,0.0279
649,naca0021,40000.0,-4.0,-0.273,0.0253
650,naca0021,40000.0,-3.0,-0.2103,0.0243
651,naca0021,40000.0,-2.0,-0.1465,0.0237
652,naca0021,40000.0,-1.0,-0.0752,0.0233
653,naca0021,40000.0,0.0,0.0,0.0232
654,naca0021,40000.0,1.0,0.0752,0.0233
655,naca0021,40000.0,2.0,0.1465,0.0237
656,naca0021,40000.0,3.0,0.2103,0.0243
657,naca0021,40000.0,4.0,0.273,0.0253
658,naca0021,40000.0,5.0,0.3086,0.0264
659,naca0021,40000.0,5.0,0.3382,0.0279
660,naca0021,40000.0,7.0,0.3427,0.0297
661,naca0021,40000.0,8.0,0.342,0.0319
662,naca0021,40000.0,9.0,0.3162,0.0343
663,naca0021,40000.0,10.0,0.2691,0.062
664,naca0021,40000.0,12.0,0.166,0.123
665,naca0021,40000.0,14.0,0.0833,0.158
666,naca0021,40000.0,16.0,0.0981,0.196
667,naca0021,40000.0,18.0,0.1619,0.238
668,naca0021,40000.0,20.0,0.2414,0.282
669,naca0021,40000.0,22.0,0.3345,0.329
670,naca0021,40000.0,25.0,0.4802,0.405
671,naca0021,40000.0,30.0,0.855,0.57
672,naca0021,80000.0,-30.0,-0.855,0.57
673,naca0021,80000.0,-25.0,-0.5297,0.405
674,naca0021,80000.0,-22.0,-0.4091,0.329
675,naca0021,80000.0,-20.0,-0.3475,0.282
676,naca0021,80000.0,-18.0,-0.3221,0.238
677,naca0021,80000.0,-16.0,-0.3499,0.196
678,naca0021,80000.0,-14.0,-0.4296,0.158
679,naca0021,80000.0,-12.0,-0.5228,0.123
680,naca0021,80000.0,-11.0,-0.5564,0.07
681,naca0021,80000.0,-10.0,-0.578,0.0297
682,naca0021,80000.0,-9.0,-0.5874,0.0273
683,naca0021,80000.0,-8.0,-0.5751,0.0252
684,naca0021,80000.0,-7.0,-0.5445,0.0233
685,naca0021,80000.0,-5.0,-0.4324,0.0204
686,naca0021,80000.0,-5.0,-0.4953,0.0217
687,naca0021,80000.0,-4.0,-0.3564,0.0194
688,naca0021,80000.0,-3.0,-0.2731,0.0186
689,naca0021,80000.0,-2.0,-0.1839,0.0181
690,naca0021,80000.0,-1.0,-0.0921,0.0178
691,naca0021,80000.0,0.0,0.0,0.0177
692,naca0021,80000.0,1.0,0.0921,0.0178
693,naca0021,80000.0,2.0,0.1839,0.0181
694,naca0021,80000.0,3.0,0.2731,0.0186
695,naca0021,80000.0,4.0,0.3564,0.0194
696,naca0021,80000.0,5.0,0.4324,0.0204
697,naca0021,80000.0,5.0,0.4953,0.0217
698,naca0021,80000.0,7.0,0.5445,0.0233
699,naca0021,80000.0,8.0,0.5751,0.0252
700,naca0021,80000.0,9.0,0.5874,0.0273
701,naca0021,80000.0,10.0,0.578,0.0297
702,naca0021,80000.0,11.0,0.5564,0.07
703,naca0021,80000.0,12.0,0.5228,0.123
704,naca0021,80000.0,14.0,0.4296,0.158
705,naca0021,80000.0,16.0,0.3499,0.196
706,naca0021,80000.0,18.0,0.3221,0.238
707,naca0021,80000.0,20.0,0.3475,0.282
708,naca0021,80000.0,22.0,0.4091,0.329
709,naca0021,80000.0,25.0,0.5297,0.405
710,naca0021,80000.0,30.0,0.855,0.57
711,naca0021,160000.0,-30.0,-0.855,0.57
712,naca0021,160000.0,-25.0,-0.6664,0.405
713,naca0021,160000.0,-22.0,-0.6023,0.329
714,naca0021,160000.0,-20.0,-0.592,0.282
715,naca0021,160000.0,-18.0,-0.6098,0.238
716,naca0021,160000.0,-16.0,-0.6487,0.196
717,naca0021,160000.0,-14.0,-0.6993,0.158
718,naca0021,160000.0,-13.0,-0.7255,0.086
719,naca0021,160000.0,-12.0,-0.7363,0.0292
720,naca0021,160000.0,-11.0,-0.7443,0.0266
721,naca0021,160000.0,-10.0,-0.7374,0.0243
722,naca0021,160000.0,-9.0,-0.7148,0.0222
723,naca0021,160000.0,-8.0,-0.6745,0.0204
724,naca0021,160000.0,-7.0,-0.6209,0.0187
725,naca0021,160000.0,-5.0,-0.4687,0.0163
726,naca0021,160000.0,-5.0,-0.5486,0.0174
727,naca0021,160000.0,-4.0,-0.38,0.0155
728,naca0021,160000.0,-3.0,-0.2861,0.0148
729,naca0021,160000.0,-2.0,-0.1879,0.0143
730,naca0021,160000.0,-1.0,-0.0842,0.014
731,naca0021,160000.0,0.0,0.0,0.0139
732,naca0021,160000.0,1.0,0.0842,0.014
733,naca0021,160000.0,2.0,0.1879,0.0143
734,naca0021,160000.0,3.0,0.2861,0.0148
735,naca0021,160000.0,4.0,0.38,0.0155
736,naca0021,160000.0,5.0,0.4687,0.0163
737,naca0021,160000.0,5.0,0.5486,0.0174
738,naca0021,160000.0,7.0,0.6209,0.0187
739,naca0021,160000.0,8.0,0.6745,0.0204
740,naca0021,160000.0,9.0,0.7148,0.0222
741,naca0021,160000.0,10.0,0.7374,0.0243
742,naca0021,160000.0,11.0,0.7443,0.0266
743,naca0021,160000.0,12.0,0.7363,0.0292
744,naca0021,160000.0,13.0,0.7255,0.086
745,naca0021,160000.0,14.0,0.6993,0.158
746,naca0021,160000.0,16.0,0.6487,0.196
747,naca0021,160000.0,18.0,0.6098,0.238
748,naca0021,160000.0,20.0,0.592,0.282
749,naca0021,160000.0,22.0,0.6023,0.329
750,naca0021,160000.0,25.0,0.6664,0.405
751,naca0021,160000.0,30.0,0.855,0.57
752,naca0021,360000.0,-30.0,-0.855,0.57
753,naca0021,360000.0,-25.0,-0.8866,0.405
754,naca0021,360000.0,-22.0,-0.8453,0.329
755,naca0021,360000.0,-20.0,-0.8397,0.282
756,naca0021,360000.0,-18.0,-0.8489,0.238
757,naca0021,360000.0,-16.0,-0.8717,0.196
758,naca0021,360000.0,-15.0,-0.884,0.104
759,naca0021,360000.0,-14.0,-0.8937,0.0286
760,naca0021,360000.0,-13.0,-0.8973,0.026
761,naca0021,360000.0,-12.0,-0.8938,0.0237
762,naca0021,360000.0,-11.0,-0.8779,0.0215
763,naca0021,360000.0,-10.0,-0.85,0.0195
764,naca0021,360000.0,-9.0,-0.8026,0.0178
765,naca0021,360000.0,-8.0,-0.7434,0.0163
766,naca0021,360000.0,-7.0,-0.6728,0.0149
767,naca0021,360000.0,-6.0,-0.5891,0.0138
768,naca0021,360000.0,-5.0,-0.4998,0.0129
769,naca0021,360000.0,-4.0,-0.4044,0.0122
770,naca0021,360000.0,-3.0,-0.3024,0.0117
771,naca0021,360000.0,-2.0,-0.22,0.0113
772,naca0021,360000.0,-1.0,-0.11,0.0111
773,naca0021,360000.0,0.0,0.0,0.0111
774,naca0021,360000.0,1.0,0.11,0.0111
775,naca0021,360000.0,2.0,0.22,0.0113
776,naca0021,360000.0,3.0,0.3024,0.0117
777,naca0021,360000.0,4.0,0.4044,0.0122
778,naca0021,360000.0,5.0,0.4998,0.0129
779,naca0021,360000.0,6.0,0.5891,0.0138
780,naca0021,360000.0,7.0,0.6728,0.0149
781,naca0021,360000.0,8.0,0.7434,0.0163
782,naca0021,360000.0,9.0,0.8026,0.0178
783,naca0021,360000.0,10.0,0.85,0.0195
784,naca0021,360000.0,11.0,0.8779,0.0215
785,naca0021,360000.0,12.0,0.8938,0.0237
786,naca0021,360000.0,13.0,0.8973,0.026
787,naca0021,360000.0,14.0,0.8937,0.0286
788,naca0021,360000.0,15.0,0.884,0.104
789,naca0021,360000.0,16.0,0.8717,0.196
790,naca0021,360000.0,18.0,0.8489,0.238
791,naca0021,360000.0,20.0,0.8397,0.282
792,naca0021,360000.0,22.0,0.8453,0.329
793,naca0021,360000.0,25.0,0.8866,0.405
794,naca0021,360000.0,30.0,0.855,0.57
795,naca0021,700000.0,-30.0,-0.855,0.57
796,naca0021,700000.0,-25.0,-1.035,0.405
797,naca0021,700000.0,-22.0,-0.994,0.329
798,naca0021,700000.0,-20.0,-0.9858,0.282
799,naca0021,700000.0,-18.0,-0.9911,0.238
800,naca0021,700000.0,-17.0,-0.9973,0.125
801,naca0021,700000.0,-16.0,-1.0056,0.0295
802,naca0021,700000.0,-15.0,-1.0106,0.0269
803,naca0021,700000.0,-14.0,-1.0122,0.0244
804,naca0021,700000.0,-13.0,-1.002,0.0223
805,naca0021,700000.0,-12.0,-0.9843,0.0202
806,naca0021,700000.0,-11.0,-0.9543,0.0184
807,naca0021,700000.0,-10.0,-0.9091,0.0166
808,naca0021,700000.0,-9.0,-0.8498,0.0152
809,naca0021,700000.0,-8.0,-0.7802,0.0138
810,naca0021,700000.0,-7.0,-0.6988,0.0126
811,naca0021,700000.0,-5.0,-0.5146,0.0109
812,naca0021,700000.0,-5.0,-0.61,0.0117
813,naca0021,700000.0,-4.0,-0.4128,0.0103
814,naca0021,700000.0,-3.0,-0.33,0.0098
815,naca0021,700000.0,-2.0,-0.22,0.0096
816,naca0021,700000.0,-1.0,-0.11,0.0094
817,naca0021,700000.0,0.0,0.0,0.0094
818,naca0021,700000.0,1.0,0.11,0.0094
819,naca0021,700000.0,2.0,0.22,0.0096
820,naca0021,700000.0,3.0,0.33,0.0098
821,naca0021,700000.0,4.0,0.4128,0.0103
822,naca0021,700000.0,5.0,0.5146,0.0109
823,naca0021,700000.0,5.0,0.61,0.0117
824,naca0021,700000.0,7.0,0.6988,0.0126
825,naca0021,700000.0,8.0,0.7802,0.0138
826,naca0021,700000.0,9.0,0.8498,0.0152
827,naca0021,700000.0,10.0,0.9091,0.0166
828,naca0021,700000.0,11.0,0.9543,0.0184
829,naca0021,700000.0,12.0,0.9843,0.0202
830,naca0021,700000.0,13.0,1.002,0.0223
831,naca0021,700000.0,14.0,1.0122,0.0244
832,naca0021,700000.0,15.0,1.0106,0.0269
833,naca0021,700000.0,16.0,1.0056,0.0295
834,naca0021,700000.0,17.0,0.9973,0.125
835,naca0021,700000.0,18.0,0.9911,0.238
836,naca0021,700000.0,20.0,0.9858,0.282
837,naca0021,700000.0,22.0,0.994,0.329
838,naca0021,700000.0,25.0,1.035,0.405
839,naca0021,700000.0,30.0,0.855,0.57
840,naca0021,1000000.0,-30.0,-0.855,0.57
841,naca0021,1000000.0,-25.0,-1.1018,0.405
842,naca0021,1000000.0,-22.0,-1.0644,0.329
843,naca0021,1000000.0,-20.0,-1.0554,0.282
844,naca0021,1000000.0,-18.0,-1.0588,0.135
845,naca0021,1000000.0,-17.0,-1.0641,0.03
846,naca0021,1000000.0,-16.0,-1.069,0.0273
847,naca0021,1000000.0,-15.0,-1.0709,0.0248
848,naca0021,1000000.0,-14.0,-1.0657,0.0226
849,naca0021,1000000.0,-13.0,-1.0492,0.0206
850,naca0021,1000000.0,-12.0,-1.0257,0.0187
851,naca0021,1000000.0,-11.0,-0.9862,0.017
852,naca0021,1000000.0,-10.0,-0.9364,0.0154
853,naca0021,1000000.0,-9.0,-0.8694,0.014
854,naca0021,1000000.0,-8.0,-0.7939,0.0128
855,naca0021,1000000.0,-7.0,-0.7102,0.0117
856,naca0021,1000000.0,-5.0,-0.5192,0.0101
857,naca0021,1000000.0,-5.0,-0.6191,0.0108
858,naca0021,1000000.0,-4.0,-0.44,0.0096
859,naca0021,1000000.0,-3.0,-0.33,0.0092
860,naca0021,1000000.0,-2.0,-0.22,0.009
861,naca0021,1000000.0,-1.0,-0.11,0.0089
862,naca0021,1000000.0,0.0,0.0,0.0089
863,naca0021,1000000.0,1.0,0.11,0.0089
864,naca0021,1000000.0,2.0,0.22,0.009
865,naca0021,1000000.0,3.0,0.33,0.0092
866,naca0021,1000000.0,4.0,0.44,0.0096
867,naca0021,1000000.0,5.0,0.5192,0.0101
868,naca0021,1000000.0,5.0,0.6191,0.0108
869,naca0021,1000000.0,7.0,0.7102,0.0117
870,naca0021,1000000.0,8.0,0.7939,0.0128
871,naca0021,1000000.0,9.0,0.8694,0.014
872,naca0021,1000000.0,10.0,0.9364,0.0154
873,naca0021,1000000.0,11.0,0.9862,0.017
874,naca0021,1000000.0,12.0,1.0257,0.0187
875,naca0021,1000000.0,13.0,1.0492,0.0206
876,naca0021,1000000.0,14.0,1.0657,0.0226
877,naca0021,1000000.0,15.0,1.0709,0.0248
878,naca0021,1000000.0,16.0,1.069,0.0273
879,naca0021,1000000.0,17.0,1.0641,0.03
880,naca0021,1000000.0,18.0,1.0588,0.135
881,naca0021,1000000.0,20.0,1.0554,0.282
882,naca0021,1000000.0,22.0,1.0644,0.329
883,naca0021,1000000.0,25.0,1.1018,0.405
884,naca0021,1000000.0,30.0,0.855,0.57
885,naca0021,2000000.0,-30.0,-0.855,0.57
886,naca0021,2000000.0,-25.0,-1.223,0.405
887,naca0021,2000000.0,-22.0,-1.1893,0.329
888,naca0021,2000000.0,-20.0,-1.1812,0.282
889,naca0021,2000000.0,-19.0,-1.1797,0.145
890,naca0021,2000000.0,-18.0,-1.1814,0.0285
891,naca0021,2000000.0,-17.0,-1.1824,0.026
892,naca0021,2000000.0,-16.0,-1.1823,0.0236
893,naca0021,2000000.0,-15.0,-1.1747,0.0215
894,naca0021,2000000.0,-14.0,-1.158,0.0196
895,naca0021,2000000.0,-13.0,-1.1305,0.0179
896,naca0021,2000000.0,-12.0,-1.0906,0.0162
897,naca0021,2000000.0,-11.0,-1.0398,0.0148
898,naca0021,2000000.0,-10.0,-0.9739,0.0135
899,naca0021,2000000.0,-9.0,-0.8986,0.0124
900,naca0021,2000000.0,-8.0,-0.8143,0.0114
901,naca0021,2000000.0,-7.0,-0.7254,0.0105
902,naca0021,2000000.0,-6.0,-0.6268,0.0098
903,naca0021,2000000.0,-5.0,-0.55,0.0092
904,naca0021,2000000.0,-4.0,-0.44,0.0089
905,naca0021,2000000.0,-3.0,-0.33,0.0086
906,naca0021,2000000.0,-2.0,-0.22,0.0084
907,naca0021,2000000.0,-1.0,-0.11,0.0083
908,naca0021,2000000.0,0.0,0.0,0.0082
909,naca0021,2000000.0,1.0,0.11,0.0083
910,naca0021,2000000.0,2.0,0.22,0.0084
911,naca0021,2000000.0,3.0,0.33,0.0086
912,naca0021,2000000.0,4.0,0.44,0.0089
913,naca0021,2000000.0,5.0,0.55,0.0092
914,naca0021,2000000.0,6.0,0.6268,0.0098
915,naca0021,2000000.0,7.0,0.7254,0.0105
916,naca0021,2000000.0,8.0,0.8143,0.0114
917,naca0021,2000000.0,9.0,0.8986,0.0124
918,naca0021,2000000.0,10.0,0.9739,0.0135
919,naca0021,2000000.0,11.0,1.0398,0.0148
920,naca0021,2000000.0,12.0,1.0906,0.0162
921,naca0021,2000000.0,13.0,1.1305,0.0179
922,naca0021,2000000.0,14.0,1.158,0.0196
923,naca0021,2000000.0,15.0,1.1747,0.0215
924,naca0021,2000000.0,16.0,1.1823,0.0236
925,naca0021,2000000.0,17.0,1.1824,0.026
926,naca0021,2000000.0,18.0,1.1814,0.0285
927,naca0021,2000000.0,19.0,1.1797,0.145
928,naca0021,2000000.0,20.0,1.1812,0.282
929,naca0021,2000000.0,22.0,1.1893,0.329
930,naca0021,2000000.0,25.0,1.223,0.405
931,naca0021,2000000.0,30.0,0.855,0.57
932,naca0021,5000000.0,-30.0,-0.855,0.57
933,naca0021,5000000.0,-25.0,-1.3476,0.405
934,naca0021,5000000.0,-22.0,-1.313,0.329
935,naca0021,5000000.0,-20.0,-1.3054,0.0293
936,naca0021,5000000.0,-19.0,-1.3066,0.0268
937,naca0021,5000000.0,-18.0,-1.3031,0.0245
938,naca0021,5000000.0,-17.0,-1.2977,0.0224
939,naca0021,5000000.0,-16.0,-1.286,0.0205
940,naca0021,5000000.0,-15.0,-1.268,0.0186
941,naca0021,5000000.0,-14.0,-1.241,0.017
942,naca0021,5000000.0,-13.0,-1.1979,0.0156
943,naca0021,5000000.0,-12.0,-1.1453,0.0143
944,naca0021,5000000.0,-11.0,-1.0787,0.0132
945,naca0021,5000000.0,-10.0,-1.0049,0.0121
946,naca0021,5000000.0,-9.0,-0.9222,0.0112
947,naca0021,5000000.0,-8.0,-0.8334,0.0104
948,naca0021,5000000.0,-7.0,-0.7354,0.0097
949,naca0021,5000000.0,-6.0,-0.66,0.0091
950,naca0021,5000000.0,-5.0,-0.55,0.0086
951,naca0021,5000000.0,-4.0,-0.44,0.0083
952,naca0021,5000000.0,-3.0,-0.33,0.0081
953,naca0021,5000000.0,-2.0,-0.22,0.0079
954,naca0021,5000000.0,-1.0,-0.11,0.0078
955,naca0021,5000000.0,0.0,0.0,0.0078
956,naca0021,5000000.0,1.0,0.11,0.0078
957,naca0021,5000000.0,2.0,0.22,0.0079
958,naca0021,5000000.0,3.0,0.33,0.0081
959,naca0021,5000000.0,4.0,0.44,0.0083
960,naca0021,5000000.0,5.0,0.55,0.0086
961,naca0021,5000000.0,6.0,0.66,0.0091
962,naca0021,5000000.0,7.0,0.7354,0.0097
963,naca0021,5000000.0,8.0,0.8334,0.0104
964,naca0021,5000000.0,9.0,0.9222,0.0112
965,naca0021,5000000.0,10.0,1.0049,0.0121
966,naca0021,5000000.0,11.0,1.0787,0.0132
967,naca0021,5000000.0,12.0,1.1453,0.0143
968,naca0021,5000000.0,13.0,1.1979,0.0156
969,naca0021,5000000.0,14.0,1.241,0.017
970,naca0021,5000000.0,15.0,1.268,0.0186
971,naca0021,5000000.0,16.0,1.286,0.0205
972,naca0021,5000000.0,17.0,1.2977,0.0224
973,naca0021,5000000.0,18.0,1.3031,0.0245
974,naca0021,5000000.0,19.0,1.3066,0.0268
975,naca0021,5000000.0,20.0,1.3054,0.0293
976,naca0021,5000000.0,22.0,1.313,0.329
977,naca0021,5000000.0,25.0,1.3476,0.405
978,naca0021,5000000.0,30.0,0.855,0.57
979,naca4412,3200000.0,-8.07,-0.32,0.0144
980,naca4412,3200000.0,-4.01,-0.02,0.0077
981,naca4412,3200000.0,-1.93,0.14,0.0089
982,naca4412,3200000.0,0.04,0.29,0.0133
983,naca4412,3200000.0,2.24,0.45,0.0199
984,naca4412,3200000.0,4.21,0.59,0.0299
985,naca4412,3200000.0,8.27,0.89,0.0553
986,naca4412,3200000.0,12.32,1.17,0.0941
987,naca4412,3200000.0,16.38,1.43,0.1417
988,naca4412,3200000.0,20.43,1.62,0.197
989,naca4412,3200000.0,22.4,1.63,0.2446
990,naca4412,3200000.0,24.36,1.54,0.3199
991,s809,1000000.0,0.0,0.142,0.0094
992,s809,1000000.0,3.0,0.487,0.0099
993,s809,1000000.0,5.0,0.72,0.0097
994,s809,1000000.0,9.0,0.968,0.023
995,s809,1000000.0,12.0,0.993,0.0655
996,s809,1000000.0,14.0,1.049,0.0798
997,s809,1000000.0,16.0,1.047,0.1342
998,s809,2000000.0,-9.0,-0.74,0.0179
999,s809,2000000.0,-5.0,-0.592,0.016
1000,s809,2000000.0,-3.0,-0.32,0.0139
1001,s809,2000000.0,0.0,0.147,0.007
1002,s809,2000000.0,3.0,0.507,0.0071
1003,s809,2000000.0,5.0,0.745,0.0071
1004,s809,2000000.0,9.0,1.024,0.0201
1005,s809,2000000.0,12.0,0.986,0.0771
1006,s809,2000000.0,14.0,1.107,0.0868
1007,s809,2000000.0,16.0,1.04,0.1483
1008,s809,3000000.0,0.0,0.147,0.0061
1009,s809,3000000.0,3.0,0.506,0.0061
1010,s809,3000000.0,5.0,0.721,0.0071
1011,s809,3000000.0,9.0,1.044,0.0183
